loc_id,symbol,world_x,world_y,level,local_x,local_z,shape,angle,region_x,region_y
4735,short_grass_1,3205,3145,0,5,9,22,2,50,49
4735,short_grass_1,3206,3145,0,6,9,22,1,50,49
4737,short_grass_3,3207,3145,0,7,9,22,3,50,49
4736,short_grass_2,3208,3145,0,8,9,22,3,50,49
4738,short_grass_4,3209,3145,0,9,9,22,1,50,49
4738,short_grass_4,3210,3145,0,10,9,22,0,50,49
4736,short_grass_2,3211,3145,0,11,9,22,2,50,49
4737,short_grass_3,3212,3145,0,12,9,22,1,50,49
4735,short_grass_1,3213,3145,0,13,9,22,3,50,49
4735,short_grass_1,3214,3145,0,14,9,22,3,50,49
4736,short_grass_2,3215,3145,0,15,9,22,0,50,49
4737,short_grass_3,3216,3145,0,16,9,22,0,50,49
4736,short_grass_2,3217,3145,0,17,9,22,1,50,49
3949,dugupsoil2_brownmud,3223,3145,0,23,9,22,0,50,49
3949,dugupsoil2_brownmud,3224,3145,0,24,9,22,0,50,49
3948,dugupsoil1_brownmud,3225,3145,0,25,9,22,0,50,49
3949,dugupsoil2_brownmud,3226,3145,0,26,9,22,0,50,49
3948,dugupsoil1_brownmud,3227,3145,0,27,9,22,0,50,49
3950,dugupsoil3_brownmud,3228,3145,0,28,9,22,0,50,49
3950,dugupsoil3_brownmud,3229,3145,0,29,9,22,2,50,49
11161,copperrock2,3229,3145,0,29,9,10,1,50,49
3950,dugupsoil3_brownmud,3230,3145,0,30,9,22,2,50,49
11161,copperrock2,3230,3145,0,30,9,10,0,50,49
3949,dugupsoil2_brownmud,3231,3145,0,31,9,22,2,50,49
3948,dugupsoil1_brownmud,3142,3146,0,6,10,22,1,49,49
3948,dugupsoil1_brownmud,3143,3146,0,7,10,22,1,49,49
11372,mithrilrock1,3143,3146,0,7,10,10,0,49,49
3950,dugupsoil3_brownmud,3144,3146,0,8,10,22,1,49,49
3949,dugupsoil2_brownmud,3145,3146,0,9,10,22,2,49,49
3950,dugupsoil3_brownmud,3146,3146,0,10,10,22,2,49,49
3948,dugupsoil1_brownmud,3147,3146,0,11,10,22,3,49,49
11375,adamantiterock2,3147,3146,0,11,10,10,0,49,49
3948,dugupsoil1_brownmud,3148,3146,0,12,10,22,1,49,49
3949,dugupsoil2_brownmud,3149,3146,0,13,10,22,3,49,49
3949,dugupsoil2_brownmud,3150,3146,0,14,10,22,0,49,49
1390,jungle2,3165,3146,0,29,10,10,0,49,49
4735,short_grass_1,3175,3146,0,39,10,22,2,49,49
4736,short_grass_2,3176,3146,0,40,10,22,3,49,49
4737,short_grass_3,3177,3146,0,41,10,22,2,49,49
4737,short_grass_3,3178,3146,0,42,10,22,2,49,49
4736,short_grass_2,3179,3146,0,43,10,22,2,49,49
4735,short_grass_1,3181,3146,0,45,10,22,0,49,49
4735,short_grass_1,3182,3146,0,46,10,22,3,49,49
4735,short_grass_1,3183,3146,0,47,10,22,1,49,49
4736,short_grass_2,3184,3146,0,48,10,22,0,49,49
4737,short_grass_3,3185,3146,0,49,10,22,0,49,49
4736,short_grass_2,3186,3146,0,50,10,22,1,49,49
4735,short_grass_1,3187,3146,0,51,10,22,2,49,49
4735,short_grass_1,3189,3146,0,53,10,22,1,49,49
4735,short_grass_1,3190,3146,0,54,10,22,0,49,49
4735,short_grass_1,3191,3146,0,55,10,22,0,49,49
4735,short_grass_1,3192,3146,0,56,10,22,3,49,49
4735,short_grass_1,3193,3146,0,57,10,22,0,49,49
4735,short_grass_1,3195,3146,0,59,10,22,3,49,49
4736,short_grass_2,3196,3146,0,60,10,22,3,49,49
4738,short_grass_4,3197,3146,0,61,10,22,1,49,49
4737,short_grass_3,3198,3146,0,62,10,22,1,49,49
4735,short_grass_1,3199,3146,0,63,10,22,1,49,49
4735,short_grass_1,3200,3146,0,0,10,22,3,50,49
4735,short_grass_1,3201,3146,0,1,10,22,0,50,49
4735,short_grass_1,3202,3146,0,2,10,22,2,50,49
4735,short_grass_1,3203,3146,0,3,10,22,3,50,49
4735,short_grass_1,3204,3146,0,4,10,22,3,50,49
4735,short_grass_1,3205,3146,0,5,10,22,3,50,49
4735,short_grass_1,3206,3146,0,6,10,22,2,50,49
4737,short_grass_3,3207,3146,0,7,10,22,3,50,49
4738,short_grass_4,3208,3146,0,8,10,22,2,50,49
4738,short_grass_4,3209,3146,0,9,10,22,2,50,49
4738,short_grass_4,3210,3146,0,10,10,22,1,50,49
4738,short_grass_4,3211,3146,0,11,10,22,3,50,49
4737,short_grass_3,3212,3146,0,12,10,22,1,50,49
4735,short_grass_1,3213,3146,0,13,10,22,2,50,49
4735,short_grass_1,3214,3146,0,14,10,22,2,50,49
4735,short_grass_1,3215,3146,0,15,10,22,0,50,49
4736,short_grass_2,3216,3146,0,16,10,22,3,50,49
4737,short_grass_3,3217,3146,0,17,10,22,2,50,49
4736,short_grass_2,3218,3146,0,18,10,22,2,50,49
4735,short_grass_1,3219,3146,0,19,10,22,0,50,49
4735,short_grass_1,3220,3146,0,20,10,22,1,50,49
3949,dugupsoil2_brownmud,3222,3146,0,22,10,22,3,50,49
3950,dugupsoil3_brownmud,3223,3146,0,23,10,22,2,50,49
11361,tinrock2,3223,3146,0,23,10,11,3,50,49
3950,dugupsoil3_brownmud,3224,3146,0,24,10,22,2,50,49
11360,tinrock1,3224,3146,0,24,10,11,1,50,49
3948,dugupsoil1_brownmud,3225,3146,0,25,10,22,3,50,49
3950,dugupsoil3_brownmud,3226,3146,0,26,10,22,3,50,49
2741,mining_site_icon,3227,3146,0,27,10,22,0,50,49
3949,dugupsoil2_brownmud,3228,3146,0,28,10,22,0,50,49
3949,dugupsoil2_brownmud,3229,3146,0,29,10,22,0,50,49
3949,dugupsoil2_brownmud,3230,3146,0,30,10,22,0,50,49
3949,dugupsoil2_brownmud,3231,3146,0,31,10,22,1,50,49
4735,short_grass_1,3233,3146,0,33,10,22,3,50,49
4735,short_grass_1,3234,3146,0,34,10,22,1,50,49
4735,short_grass_1,3235,3146,0,35,10,22,3,50,49
3949,dugupsoil2_brownmud,3142,3147,0,6,11,22,0,49,49
3950,dugupsoil3_brownmud,3143,3147,0,7,11,22,0,49,49
3950,dugupsoil3_brownmud,3144,3147,0,8,11,22,3,49,49
11373,mithrilrock2,3144,3147,0,8,11,10,3,49,49
3950,dugupsoil3_brownmud,3145,3147,0,9,11,22,2,49,49
3949,dugupsoil2_brownmud,3146,3147,0,10,11,22,0,49,49
3948,dugupsoil1_brownmud,3147,3147,0,11,11,22,0,49,49
3948,dugupsoil1_brownmud,3148,3147,0,12,11,22,2,49,49
11374,adamantiterock1,3148,3147,0,12,11,10,3,49,49
3950,dugupsoil3_brownmud,3149,3147,0,13,11,22,1,49,49
3949,dugupsoil2_brownmud,3150,3147,0,14,11,22,1,49,49
4735,short_grass_1,3175,3147,0,39,11,22,1,49,49
4737,short_grass_3,3176,3147,0,40,11,22,3,49,49
4738,short_grass_4,3177,3147,0,41,11,22,3,49,49
4738,short_grass_4,3178,3147,0,42,11,22,1,49,49
4737,short_grass_3,3179,3147,0,43,11,22,1,49,49
4735,short_grass_1,3180,3147,0,44,11,22,1,49,49
4736,short_grass_2,3181,3147,0,45,11,22,3,49,49
4737,short_grass_3,3182,3147,0,46,11,22,2,49,49
4736,short_grass_2,3183,3147,0,47,11,22,2,49,49
4735,short_grass_1,3184,3147,0,48,11,22,0,49,49
4735,short_grass_1,3185,3147,0,49,11,22,0,49,49
4735,short_grass_1,3186,3147,0,50,11,22,2,49,49
4735,short_grass_1,3187,3147,0,51,11,22,3,49,49
4736,short_grass_2,3188,3147,0,52,11,22,3,49,49
4737,short_grass_3,3189,3147,0,53,11,22,2,49,49
4737,short_grass_3,3190,3147,0,54,11,22,2,49,49
4736,short_grass_2,3191,3147,0,55,11,22,2,49,49
4735,short_grass_1,3192,3147,0,56,11,22,2,49,49
1300,fern2,3193,3147,0,57,11,10,0,49,49
4735,short_grass_1,3195,3147,0,59,11,22,0,49,49
4737,short_grass_3,3196,3147,0,60,11,22,3,49,49
4738,short_grass_4,3197,3147,0,61,11,22,3,49,49
4738,short_grass_4,3198,3147,0,62,11,22,1,49,49
4737,short_grass_3,3199,3147,0,63,11,22,1,49,49
4735,short_grass_1,3200,3147,0,0,11,22,0,50,49
4735,short_grass_1,3203,3147,0,3,11,22,3,50,49
4735,short_grass_1,3204,3147,0,4,11,22,3,50,49
4735,short_grass_1,3205,3147,0,5,11,22,0,50,49
4735,short_grass_1,3206,3147,0,6,11,22,3,50,49
4737,short_grass_3,3207,3147,0,7,11,22,3,50,49
4738,short_grass_4,3208,3147,0,8,11,22,3,50,49
4738,short_grass_4,3209,3147,0,9,11,22,3,50,49
4738,short_grass_4,3210,3147,0,10,11,22,0,50,49
4738,short_grass_4,3211,3147,0,11,11,22,2,50,49
4737,short_grass_3,3212,3147,0,12,11,22,1,50,49
4735,short_grass_1,3213,3147,0,13,11,22,0,50,49
4735,short_grass_1,3214,3147,0,14,11,22,1,50,49
4735,short_grass_1,3215,3147,0,15,11,22,2,50,49
4737,short_grass_3,3216,3147,0,16,11,22,3,50,49
4738,short_grass_4,3217,3147,0,17,11,22,3,50,49
4737,short_grass_3,3218,3147,0,18,11,22,1,50,49
4736,short_grass_2,3219,3147,0,19,11,22,0,50,49
3950,dugupsoil3_brownmud,3222,3147,0,22,11,22,2,50,49
11361,tinrock2,3222,3147,0,22,11,11,3,50,49
3948,dugupsoil1_brownmud,3223,3147,0,23,11,22,1,50,49
3949,dugupsoil2_brownmud,3224,3147,0,24,11,22,0,50,49
3950,dugupsoil3_brownmud,3225,3147,0,25,11,22,2,50,49
3949,dugupsoil2_brownmud,3226,3147,0,26,11,22,0,50,49
3948,dugupsoil1_brownmud,3227,3147,0,27,11,22,3,50,49
3950,dugupsoil3_brownmud,3228,3147,0,28,11,22,2,50,49
3948,dugupsoil1_brownmud,3229,3147,0,29,11,22,2,50,49
3950,dugupsoil3_brownmud,3230,3147,0,30,11,22,2,50,49
10943,copperrock1,3230,3147,0,30,11,10,1,50,49
4735,short_grass_1,3232,3147,0,32,11,22,2,50,49
4736,short_grass_2,3233,3147,0,33,11,22,3,50,49
4737,short_grass_3,3234,3147,0,34,11,22,2,50,49
4736,short_grass_2,3235,3147,0,35,11,22,2,50,49
4735,short_grass_1,3236,3147,0,36,11,22,2,50,49
3949,dugupsoil2_brownmud,3143,3148,0,7,12,22,3,49,49
3949,dugupsoil2_brownmud,3144,3148,0,8,12,22,3,49,49
11367,coalrock2,3144,3148,0,8,12,10,1,49,49
3948,dugupsoil1_brownmud,3145,3148,0,9,12,22,3,49,49
3950,dugupsoil3_brownmud,3146,3148,0,10,12,22,0,49,49
3949,dugupsoil2_brownmud,3147,3148,0,11,12,22,2,49,49
3948,dugupsoil1_brownmud,3148,3148,0,12,12,22,3,49,49
3949,dugupsoil2_brownmud,3149,3148,0,13,12,22,2,49,49
4735,short_grass_1,3164,3148,0,28,12,22,0,49,49
4735,short_grass_1,3165,3148,0,29,12,22,2,49,49
4735,short_grass_1,3166,3148,0,30,12,22,1,49,49
4735,short_grass_1,3167,3148,0,31,12,22,0,49,49
4735,short_grass_1,3172,3148,0,36,12,22,3,49,49
4735,short_grass_1,3173,3148,0,37,12,22,2,49,49
4735,short_grass_1,3174,3148,0,38,12,22,2,49,49
4735,short_grass_1,3175,3148,0,39,12,22,0,49,49
4737,short_grass_3,3176,3148,0,40,12,22,3,49,49
4738,short_grass_4,3177,3148,0,41,12,22,0,49,49
4738,short_grass_4,3178,3148,0,42,12,22,1,49,49
4737,short_grass_3,3179,3148,0,43,12,22,1,49,49
1300,fern2,3180,3148,0,44,12,10,0,49,49
4737,short_grass_3,3181,3148,0,45,12,22,3,49,49
4738,short_grass_4,3182,3148,0,46,12,22,0,49,49
4737,short_grass_3,3183,3148,0,47,12,22,1,49,49
4735,short_grass_1,3184,3148,0,48,12,22,3,49,49
4735,short_grass_1,3186,3148,0,50,12,22,0,49,49
4736,short_grass_2,3187,3148,0,51,12,22,3,49,49
4737,short_grass_3,3188,3148,0,52,12,22,3,49,49
4738,short_grass_4,3189,3148,0,53,12,22,1,49,49
4738,short_grass_4,3190,3148,0,54,12,22,2,49,49
4737,short_grass_3,3191,3148,0,55,12,22,1,49,49
4735,short_grass_1,3192,3148,0,56,12,22,1,49,49
4735,short_grass_1,3193,3148,0,57,12,22,1,49,49
4735,short_grass_1,3194,3148,0,58,12,22,2,49,49
4736,short_grass_2,3196,3148,0,60,12,22,0,49,49
4737,short_grass_3,3197,3148,0,61,12,22,0,49,49
4737,short_grass_3,3198,3148,0,62,12,22,0,49,49
4736,short_grass_2,3199,3148,0,63,12,22,1,49,49
4735,short_grass_1,3200,3148,0,0,12,22,0,50,49
4735,short_grass_1,3201,3148,0,1,12,22,2,50,49
4735,short_grass_1,3202,3148,0,2,12,22,3,50,49
4735,short_grass_1,3203,3148,0,3,12,22,0,50,49
4735,short_grass_1,3204,3148,0,4,12,22,1,50,49
4735,short_grass_1,3205,3148,0,5,12,22,1,50,49
4735,short_grass_1,3206,3148,0,6,12,22,0,50,49
4737,short_grass_3,3207,3148,0,7,12,22,3,50,49
4736,short_grass_2,3208,3148,0,8,12,22,0,50,49
4738,short_grass_4,3209,3148,0,9,12,22,0,50,49
4738,short_grass_4,3210,3148,0,10,12,22,1,50,49
4736,short_grass_2,3211,3148,0,11,12,22,1,50,49
4737,short_grass_3,3212,3148,0,12,12,22,1,50,49
4735,short_grass_1,3213,3148,0,13,12,22,3,50,49
4735,short_grass_1,3214,3148,0,14,12,22,1,50,49
4735,short_grass_1,3215,3148,0,15,12,22,3,50,49
4736,short_grass_2,3216,3148,0,16,12,22,0,50,49
4737,short_grass_3,3217,3148,0,17,12,22,0,50,49
4736,short_grass_2,3218,3148,0,18,12,22,1,50,49
4735,short_grass_1,3219,3148,0,19,12,22,1,50,49
3949,dugupsoil2_brownmud,3221,3148,0,21,12,22,1,50,49
3950,dugupsoil3_brownmud,3222,3148,0,22,12,22,3,50,49
11361,tinrock2,3223,3148,0,23,12,11,2,50,49
33154,tutor_mining_icon,3223,3148,0,23,12,22,0,50,49
3950,dugupsoil3_brownmud,3224,3148,0,24,12,22,2,50,49
11360,tinrock1,3225,3148,0,25,12,11,2,50,49
3950,dugupsoil3_brownmud,3226,3148,0,26,12,22,1,50,49
3950,dugupsoil3_brownmud,3227,3148,0,27,12,22,1,50,49
3948,dugupsoil1_brownmud,3228,3148,0,28,12,22,3,50,49
3950,dugupsoil3_brownmud,3229,3148,0,29,12,22,2,50,49
11161,copperrock2,3229,3148,0,29,12,10,0,50,49
3948,dugupsoil1_brownmud,3230,3148,0,30,12,22,0,50,49
4735,short_grass_1,3232,3148,0,32,12,22,3,50,49
4737,short_grass_3,3233,3148,0,33,12,22,3,50,49
4737,short_grass_3,3234,3148,0,34,12,22,1,50,49
4737,short_grass_3,3235,3148,0,35,12,22,1,50,49
4736,short_grass_2,3236,3148,0,36,12,22,2,50,49
4735,short_grass_1,3237,3148,0,37,12,22,0,50,49
3949,dugupsoil2_brownmud,3143,3149,0,7,13,22,0,49,49
3949,dugupsoil2_brownmud,3144,3149,0,8,13,22,2,49,49
3948,dugupsoil1_brownmud,3145,3149,0,9,13,22,0,49,49
11366,coalrock1,3145,3149,0,9,13,11,0,49,49
3949,dugupsoil2_brownmud,3146,3149,0,10,13,22,0,49,49
3948,dugupsoil1_brownmud,3147,3149,0,11,13,22,3,49,49
3949,dugupsoil2_brownmud,3148,3149,0,12,13,22,2,49,49
2741,mining_site_icon,3149,3149,0,13,13,22,0,49,49
4735,short_grass_1,3158,3149,0,22,13,22,3,49,49
4735,short_grass_1,3159,3149,0,23,13,22,0,49,49
4735,short_grass_1,3163,3149,0,27,13,22,1,49,49
4736,short_grass_2,3164,3149,0,28,13,22,3,49,49
4737,short_grass_3,3165,3149,0,29,13,22,2,49,49
4737,short_grass_3,3166,3149,0,30,13,22,2,49,49
4736,short_grass_2,3167,3149,0,31,13,22,2,49,49
4735,short_grass_1,3168,3149,0,32,13,22,3,49,49
4735,short_grass_1,3169,3149,0,33,13,22,0,49,49
4735,short_grass_1,3172,3149,0,36,13,22,0,49,49
4736,short_grass_2,3173,3149,0,37,13,22,3,49,49
4736,short_grass_2,3174,3149,0,38,13,22,2,49,49
4735,short_grass_1,3175,3149,0,39,13,22,1,49,49
4736,short_grass_2,3176,3149,0,40,13,22,0,49,49
4737,short_grass_3,3177,3149,0,41,13,22,0,49,49
4737,short_grass_3,3178,3149,0,42,13,22,0,49,49
4736,short_grass_2,3179,3149,0,43,13,22,1,49,49
4735,short_grass_1,3180,3149,0,44,13,22,2,49,49
4736,short_grass_2,3181,3149,0,45,13,22,0,49,49
4737,short_grass_3,3182,3149,0,46,13,22,0,49,49
4736,short_grass_2,3183,3149,0,47,13,22,1,49,49
4735,short_grass_1,3184,3149,0,48,13,22,2,49,49
4735,short_grass_1,3185,3149,0,49,13,22,1,49,49
4735,short_grass_1,3186,3149,0,50,13,22,0,49,49
4736,short_grass_2,3187,3149,0,51,13,22,3,49,49
4737,short_grass_3,3188,3149,0,52,13,22,3,49,49
4738,short_grass_4,3189,3149,0,53,13,22,2,49,49
4738,short_grass_4,3190,3149,0,54,13,22,0,49,49
4737,short_grass_3,3191,3149,0,55,13,22,1,49,49
4735,short_grass_1,3192,3149,0,56,13,22,2,49,49
4736,short_grass_2,3193,3149,0,57,13,22,3,49,49
