loc_id,symbol,world_x,world_y,level,local_x,local_z,shape,angle,region_x,region_y,region_label
1243,junglefloor3,2895,2944,0,15,0,22,1,45,46,Karamja East
1242,junglefloor2,2907,2944,0,27,0,22,2,45,46,Karamja East
1229,greenvine_end,2908,2944,0,28,0,22,1,45,46,Karamja East
1228,greenvine_diagfiller,2909,2944,0,29,0,22,0,45,46,Karamja East
1225,greenvine_diag1,2910,2944,0,30,0,22,0,45,46,Karamja East
1229,greenvine_end,2911,2944,0,31,0,22,0,45,46,Karamja East
1242,junglefloor2,2912,2944,0,32,0,22,0,45,46,Karamja East
1243,junglefloor3,2932,2944,0,52,0,22,3,45,46,Karamja East
1243,junglefloor3,2933,2944,0,53,0,22,3,45,46,Karamja East
1242,junglefloor2,2934,2944,0,54,0,22,3,45,46,Karamja East
1242,junglefloor2,2935,2944,0,55,0,22,3,45,46,Karamja East
1228,greenvine_diagfiller,2936,2944,0,56,0,22,1,45,46,Karamja East
1225,greenvine_diag1,2937,2944,0,57,0,22,3,45,46,Karamja East
1229,greenvine_end,2938,2944,0,58,0,22,3,45,46,Karamja East
1241,junglefloor1,2939,2944,0,59,0,22,2,45,46,Karamja East
1241,junglefloor1,2940,2944,0,60,0,22,2,45,46,Karamja East
1398,greener_jungle2,2940,2944,0,60,0,10,0,45,46,Karamja East
1241,junglefloor1,2941,2944,0,61,0,22,2,45,46,Karamja East
13703,jungletree2big_karamja,2941,2944,0,61,0,10,1,45,46,Karamja East
1241,junglefloor1,2942,2944,0,62,0,22,2,45,46,Karamja East
1241,junglefloor1,2943,2944,0,63,0,22,2,45,46,Karamja East
1329,bamboo_tree_top,2818,2945,3,2,1,10,1,44,46,Karamja North
1242,junglefloor2,2820,2945,0,4,1,22,3,44,46,Karamja North
1242,junglefloor2,2822,2945,0,6,1,22,3,44,46,Karamja North
1329,bamboo_tree_top,2822,2945,3,6,1,10,2,44,46,Karamja North
1326,bamboo_tree_base,2824,2945,0,8,1,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2824,2945,1,8,1,10,2,44,46,Karamja North
1242,junglefloor2,2825,2945,0,9,1,22,2,44,46,Karamja North
1225,greenvine_diag1,2826,2945,0,10,1,22,1,44,46,Karamja North
1326,bamboo_tree_base,2826,2945,0,10,1,10,3,44,46,Karamja North
1327,bamboo_tree_mid,2826,2945,1,10,1,10,3,44,46,Karamja North
1328,bamboo_tree_uppermid,2826,2945,2,10,1,10,3,44,46,Karamja North
1329,bamboo_tree_top,2826,2945,3,10,1,10,2,44,46,Karamja North
1242,junglefloor2,2827,2945,0,11,1,22,0,44,46,Karamja North
1241,junglefloor1,2828,2945,0,12,1,22,3,44,46,Karamja North
1228,greenvine_diagfiller,2829,2945,0,13,1,22,0,44,46,Karamja North
1329,bamboo_tree_top,2829,2945,3,13,1,10,2,44,46,Karamja North
1226,greenvine_diag2,2830,2945,0,14,1,22,1,44,46,Karamja North
1241,junglefloor1,2831,2945,0,15,1,22,3,44,46,Karamja North
1241,junglefloor1,2832,2945,0,16,1,22,3,44,46,Karamja North
1241,junglefloor1,2833,2945,0,17,1,22,3,44,46,Karamja North
1326,bamboo_tree_base,2833,2945,0,17,1,10,1,44,46,Karamja North
1327,bamboo_tree_mid,2833,2945,1,17,1,10,1,44,46,Karamja North
1328,bamboo_tree_uppermid,2833,2945,2,17,1,10,1,44,46,Karamja North
1184,jungle1,2834,2945,0,18,1,10,0,44,46,Karamja North
1241,junglefloor1,2834,2945,0,18,1,22,3,44,46,Karamja North
1241,junglefloor1,2835,2945,0,19,1,22,3,44,46,Karamja North
1303,jungletree1_karamja,2835,2945,0,19,1,10,0,44,46,Karamja North
1229,greenvine_end,2836,2945,0,20,1,22,1,44,46,Karamja North
1326,bamboo_tree_base,2836,2945,0,20,1,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2836,2945,1,20,1,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2836,2945,2,20,1,10,2,44,46,Karamja North
1228,greenvine_diagfiller,2837,2945,0,21,1,22,1,44,46,Karamja North
1225,greenvine_diag1,2838,2945,0,22,1,22,3,44,46,Karamja North
1304,jungletree2_karamja,2838,2945,0,22,1,10,1,44,46,Karamja North
1329,bamboo_tree_top,2838,2945,2,22,1,10,1,44,46,Karamja North
1226,greenvine_diag2,2839,2945,0,23,1,22,3,44,46,Karamja North
1326,bamboo_tree_base,2839,2945,0,23,1,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2839,2945,1,23,1,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2839,2945,2,23,1,10,2,44,46,Karamja North
1228,greenvine_diagfiller,2840,2945,0,24,1,22,2,44,46,Karamja North
1304,jungletree2_karamja,2840,2945,0,24,1,10,1,44,46,Karamja North
1224,greenvine_junction,2841,2945,0,25,1,22,3,44,46,Karamja North
1326,bamboo_tree_base,2841,2945,0,25,1,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2841,2945,1,25,1,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2841,2945,2,25,1,10,2,44,46,Karamja North
1223,greenvine_corner,2842,2945,0,26,1,22,0,44,46,Karamja North
1241,junglefloor1,2843,2945,0,27,1,22,3,44,46,Karamja North
1224,greenvine_junction,2844,2945,0,28,1,22,3,44,46,Karamja North
1329,bamboo_tree_top,2844,2945,2,28,1,10,2,44,46,Karamja North
1225,greenvine_diag1,2845,2945,0,29,1,22,2,44,46,Karamja North
1228,greenvine_diagfiller,2846,2945,0,30,1,22,2,44,46,Karamja North
1329,bamboo_tree_top,2846,2945,2,30,1,10,0,44,46,Karamja North
1241,junglefloor1,2847,2945,0,31,1,22,3,44,46,Karamja North
1241,junglefloor1,2848,2945,0,32,1,22,3,44,46,Karamja North
1326,bamboo_tree_base,2848,2945,0,32,1,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2848,2945,1,32,1,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2848,2945,2,32,1,10,2,44,46,Karamja North
1229,greenvine_end,2849,2945,0,33,1,22,1,44,46,Karamja North
1241,junglefloor1,2850,2945,0,34,1,22,3,44,46,Karamja North
1329,bamboo_tree_top,2850,2945,2,34,1,10,1,44,46,Karamja North
1241,junglefloor1,2851,2945,0,35,1,22,3,44,46,Karamja North
1241,junglefloor1,2852,2945,0,36,1,22,3,44,46,Karamja North
1329,bamboo_tree_top,2852,2945,2,36,1,10,0,44,46,Karamja North
1241,junglefloor1,2853,2945,0,37,1,22,3,44,46,Karamja North
1326,bamboo_tree_base,2853,2945,0,37,1,10,3,44,46,Karamja North
1327,bamboo_tree_mid,2853,2945,1,37,1,10,3,44,46,Karamja North
1328,bamboo_tree_uppermid,2853,2945,2,37,1,10,3,44,46,Karamja North
1241,junglefloor1,2854,2945,0,38,1,22,3,44,46,Karamja North
1228,greenvine_diagfiller,2855,2945,0,39,1,22,0,44,46,Karamja North
1225,greenvine_diag1,2856,2945,0,40,1,22,0,44,46,Karamja North
1229,greenvine_end,2857,2945,0,41,1,22,0,44,46,Karamja North
1329,bamboo_tree_top,2857,2945,2,41,1,10,2,44,46,Karamja North
1241,junglefloor1,2858,2945,0,42,1,22,3,44,46,Karamja North
1241,junglefloor1,2859,2945,0,43,1,22,3,44,46,Karamja North
1241,junglefloor1,2860,2945,0,44,1,22,3,44,46,Karamja North
1228,greenvine_diagfiller,2861,2945,0,45,1,22,0,44,46,Karamja North
1230,greenvine_end_diag,2862,2945,0,46,1,22,0,44,46,Karamja North
1326,bamboo_tree_base,2862,2945,0,46,1,10,0,44,46,Karamja North
1327,bamboo_tree_mid,2862,2945,1,46,1,10,0,44,46,Karamja North
1242,junglefloor2,2863,2945,0,47,1,22,0,44,46,Karamja North
1771,wood_wall_barricadel,2863,2945,0,47,1,9,3,44,46,Karamja North
1242,junglefloor2,2864,2945,0,48,1,22,3,44,46,Karamja North
1771,wood_wall_barricadel,2864,2945,0,48,1,0,3,44,46,Karamja North
1329,bamboo_tree_top,2864,2945,2,48,1,10,2,44,46,Karamja North
1242,junglefloor2,2865,2945,0,49,1,22,3,44,46,Karamja North
1771,wood_wall_barricadel,2865,2945,0,49,1,9,2,44,46,Karamja North
1242,junglefloor2,2866,2945,0,50,1,22,3,44,46,Karamja North
1771,wood_wall_barricadel,2867,2945,0,51,1,9,3,44,46,Karamja North
1771,wood_wall_barricadel,2868,2945,0,52,1,0,3,44,46,Karamja North
1400,jungleplant1_karamja,2869,2945,0,53,1,10,2,44,46,Karamja North
1303,jungletree1_karamja,2870,2945,0,54,1,10,2,44,46,Karamja North
1771,wood_wall_barricadel,2870,2945,0,54,1,0,2,44,46,Karamja North
1772,wood_wall_barricader,2875,2945,0,59,1,9,1,44,46,Karamja North
1771,wood_wall_barricadel,2876,2945,0,60,1,9,2,44,46,Karamja North
1242,junglefloor2,2889,2945,0,9,1,22,2,45,46,Karamja East
1225,greenvine_diag1,2890,2945,0,10,1,22,1,45,46,Karamja East
1228,greenvine_diagfiller,2891,2945,0,11,1,22,3,45,46,Karamja East
1243,junglefloor3,2892,2945,0,12,1,22,0,45,46,Karamja East
1228,greenvine_diagfiller,2893,2945,0,13,1,22,0,45,46,Karamja East
1230,greenvine_end_diag,2894,2945,0,14,1,22,0,45,46,Karamja East
1242,junglefloor2,2895,2945,0,15,1,22,0,45,46,Karamja East
1243,junglefloor3,2904,2945,0,24,1,22,2,45,46,Karamja East
1242,junglefloor2,2905,2945,0,25,1,22,1,45,46,Karamja East
1243,junglefloor3,2906,2945,0,26,1,22,1,45,46,Karamja East
1242,junglefloor2,2907,2945,0,27,1,22,2,45,46,Karamja East
1224,greenvine_junction,2908,2945,0,28,1,22,3,45,46,Karamja East
1225,greenvine_diag1,2909,2945,0,29,1,22,2,45,46,Karamja East
1228,greenvine_diagfiller,2910,2945,0,30,1,22,2,45,46,Karamja East
1229,greenvine_end,2911,2945,0,31,1,22,1,45,46,Karamja East
1242,junglefloor2,2912,2945,0,32,1,22,0,45,46,Karamja East
1243,junglefloor3,2936,2945,0,56,1,22,3,45,46,Karamja East
1224,greenvine_junction,2937,2945,0,57,1,22,3,45,46,Karamja East
1226,greenvine_diag2,2938,2945,0,58,1,22,2,45,46,Karamja East
1228,greenvine_diagfiller,2939,2945,0,59,1,22,3,45,46,Karamja East
1241,junglefloor1,2940,2945,0,60,1,22,2,45,46,Karamja East
1390,jungle2,2940,2945,0,60,1,10,0,45,46,Karamja East
1241,junglefloor1,2941,2945,0,61,1,22,2,45,46,Karamja East
1400,jungleplant1_karamja,2941,2945,0,61,1,10,1,45,46,Karamja East
1241,junglefloor1,2942,2945,0,62,1,22,2,45,46,Karamja East
1390,jungle2,2942,2945,0,62,1,10,2,45,46,Karamja East
1241,junglefloor1,2943,2945,0,63,1,22,2,45,46,Karamja East
1242,junglefloor2,2816,2946,0,0,2,22,0,44,46,Karamja North
1326,bamboo_tree_base,2819,2946,0,3,2,10,1,44,46,Karamja North
1327,bamboo_tree_mid,2819,2946,1,3,2,10,1,44,46,Karamja North
1328,bamboo_tree_uppermid,2819,2946,2,3,2,10,1,44,46,Karamja North
1329,bamboo_tree_top,2819,2946,3,3,2,10,1,44,46,Karamja North
1304,jungletree2_karamja,2820,2946,0,4,2,10,1,44,46,Karamja North
1303,jungletree1_karamja,2821,2946,0,5,2,10,0,44,46,Karamja North
1304,jungletree2_karamja,2822,2946,0,6,2,10,0,44,46,Karamja North
1326,bamboo_tree_base,2823,2946,0,7,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2823,2946,1,7,2,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2823,2946,2,7,2,10,2,44,46,Karamja North
1242,junglefloor2,2825,2946,0,9,2,22,2,44,46,Karamja North
1304,jungletree2_karamja,2825,2946,0,9,2,10,2,44,46,Karamja North
1228,greenvine_diagfiller,2826,2946,0,10,2,22,1,44,46,Karamja North
1225,greenvine_diag1,2827,2946,0,11,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2827,2946,0,11,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2827,2946,1,11,2,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2827,2946,2,11,2,10,2,44,46,Karamja North
1241,junglefloor1,2828,2946,0,12,2,22,3,44,46,Karamja North
1303,jungletree1_karamja,2828,2946,0,12,2,10,2,44,46,Karamja North
1226,greenvine_diag2,2829,2946,0,13,2,22,3,44,46,Karamja North
1304,jungletree2_karamja,2829,2946,0,13,2,10,1,44,46,Karamja North
1228,greenvine_diagfiller,2830,2946,0,14,2,22,2,44,46,Karamja North
1326,bamboo_tree_base,2830,2946,0,14,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2830,2946,1,14,2,10,2,44,46,Karamja North
1328,bamboo_tree_uppermid,2830,2946,2,14,2,10,2,44,46,Karamja North
1241,junglefloor1,2831,2946,0,15,2,22,3,44,46,Karamja North
1304,jungletree2_karamja,2831,2946,0,15,2,10,0,44,46,Karamja North
1241,junglefloor1,2832,2946,0,16,2,22,3,44,46,Karamja North
1304,jungletree2_karamja,2832,2946,0,16,2,10,1,44,46,Karamja North
1241,junglefloor1,2833,2946,0,17,2,22,3,44,46,Karamja North
1186,greener_jungle1,2834,2946,0,18,2,10,0,44,46,Karamja North
1241,junglefloor1,2834,2946,0,18,2,22,3,44,46,Karamja North
1241,junglefloor1,2835,2946,0,19,2,22,3,44,46,Karamja North
1304,jungletree2_karamja,2835,2946,0,19,2,10,3,44,46,Karamja North
1225,greenvine_diag1,2836,2946,0,20,2,22,1,44,46,Karamja North
1304,jungletree2_karamja,2836,2946,0,20,2,10,1,44,46,Karamja North
1228,greenvine_diagfiller,2837,2946,0,21,2,22,3,44,46,Karamja North
1223,greenvine_corner,2838,2946,0,22,2,22,3,44,46,Karamja North
1224,greenvine_junction,2839,2946,0,23,2,22,1,44,46,Karamja North
1326,bamboo_tree_base,2839,2946,0,23,2,10,3,44,46,Karamja North
1327,bamboo_tree_mid,2839,2946,1,23,2,10,1,44,46,Karamja North
1186,greener_jungle1,2840,2946,0,24,2,10,2,44,46,Karamja North
1241,junglefloor1,2840,2946,0,24,2,22,3,44,46,Karamja North
1225,greenvine_diag1,2841,2946,0,25,2,22,1,44,46,Karamja North
1241,junglefloor1,2842,2946,0,26,2,22,3,44,46,Karamja North
1228,greenvine_diagfiller,2843,2946,0,27,2,22,0,44,46,Karamja North
1226,greenvine_diag2,2844,2946,0,28,2,22,1,44,46,Karamja North
1241,junglefloor1,2845,2946,0,29,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2845,2946,0,29,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2845,2946,1,29,2,10,2,44,46,Karamja North
1241,junglefloor1,2846,2946,0,30,2,22,3,44,46,Karamja North
1241,junglefloor1,2847,2946,0,31,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2847,2946,0,31,2,10,0,44,46,Karamja North
1327,bamboo_tree_mid,2847,2946,1,31,2,10,0,44,46,Karamja North
1228,greenvine_diagfiller,2848,2946,0,32,2,22,0,44,46,Karamja North
1226,greenvine_diag2,2849,2946,0,33,2,22,1,44,46,Karamja North
1241,junglefloor1,2850,2946,0,34,2,22,3,44,46,Karamja North
1241,junglefloor1,2851,2946,0,35,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2851,2946,0,35,2,10,0,44,46,Karamja North
1327,bamboo_tree_mid,2851,2946,1,35,2,10,0,44,46,Karamja North
1241,junglefloor1,2852,2946,0,36,2,22,3,44,46,Karamja North
1241,junglefloor1,2853,2946,0,37,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2853,2946,0,37,2,10,0,44,46,Karamja North
1327,bamboo_tree_mid,2853,2946,1,37,2,10,0,44,46,Karamja North
1223,greenvine_corner,2854,2946,0,38,2,22,2,44,46,Karamja North
1225,greenvine_diag1,2855,2946,0,39,2,22,2,44,46,Karamja North
1228,greenvine_diagfiller,2856,2946,0,40,2,22,2,44,46,Karamja North
1241,junglefloor1,2857,2946,0,41,2,22,3,44,46,Karamja North
1241,junglefloor1,2858,2946,0,42,2,22,3,44,46,Karamja North
1326,bamboo_tree_base,2858,2946,0,42,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2858,2946,1,42,2,10,2,44,46,Karamja North
1241,junglefloor1,2859,2946,0,43,2,22,3,44,46,Karamja North
1223,greenvine_corner,2860,2946,0,44,2,22,2,44,46,Karamja North
1329,bamboo_tree_top,2860,2946,3,44,2,10,1,44,46,Karamja North
1225,greenvine_diag1,2861,2946,0,45,2,22,2,44,46,Karamja North
1242,junglefloor2,2862,2946,0,46,2,22,0,44,46,Karamja North
1303,jungletree1_karamja,2862,2946,0,46,2,10,2,44,46,Karamja North
1303,jungletree1_karamja,2864,2946,0,48,2,10,0,44,46,Karamja North
1326,bamboo_tree_base,2865,2946,0,49,2,10,2,44,46,Karamja North
1327,bamboo_tree_mid,2865,2946,1,49,2,10,2,44,46,Karamja North
1771,wood_wall_barricadel,2866,2946,0,50,2,0,3,44,46,Karamja North
1771,wood_wall_barricadel,2870,2946,0,54,2,9,1,44,46,Karamja North
1772,wood_wall_barricader,2875,2946,0,59,2,0,0,44,46,Karamja North
1771,wood_wall_barricadel,2877,2946,0,61,2,9,2,44,46,Karamja North
1243,junglefloor3,2889,2946,0,9,2,22,2,45,46,Karamja East
1228,greenvine_diagfiller,2890,2946,0,10,2,22,1,45,46,Karamja East
1225,greenvine_diag1,2891,2946,0,11,2,22,3,45,46,Karamja East
1242,junglefloor2,2892,2946,0,12,2,22,1,45,46,Karamja East
1226,greenvine_diag2,2893,2946,0,13,2,22,3,45,46,Karamja East
1228,greenvine_diagfiller,2894,2946,0,14,2,22,2,45,46,Karamja East
1242,junglefloor2,2895,2946,0,15,2,22,1,45,46,Karamja East
1243,junglefloor3,2896,2946,0,16,2,22,1,45,46,Karamja East
1242,junglefloor2,2904,2946,0,24,2,22,2,45,46,Karamja East
1230,greenvine_end_diag,2905,2946,0,25,2,22,1,45,46,Karamja East
1228,greenvine_diagfiller,2906,2946,0,26,2,22,3,45,46,Karamja East
1228,greenvine_diagfiller,2907,2946,0,27,2,22,0,45,46,Karamja East
1226,greenvine_diag2,2908,2946,0,28,2,22,1,45,46,Karamja East
1243,junglefloor3,2909,2946,0,29,2,22,1,45,46,Karamja East
1228,greenvine_diagfiller,2910,2946,0,30,2,22,0,45,46,Karamja East
1226,greenvine_diag2,2911,2946,0,31,2,22,1,45,46,Karamja East
1242,junglefloor2,2912,2946,0,32,2,22,0,45,46,Karamja East
17030,agility_shortcut_icon,2925,2946,0,45,2,22,0,45,46,Karamja East
320,dugupsoil2_light,2926,2946,0,46,2,22,3,45,46,Karamja East
321,dugupsoil3_light,2927,2946,0,47,2,22,2,45,46,Karamja East
1243,junglefloor3,2936,2946,0,56,2,22,2,45,46,Karamja East
1229,greenvine_end,2937,2946,0,57,2,22,3,45,46,Karamja East
1228,greenvine_diagfiller,2938,2946,0,58,2,22,1,45,46,Karamja East
1226,greenvine_diag2,2939,2946,0,59,2,22,0,45,46,Karamja East
1229,greenvine_end,2940,2946,0,60,2,22,0,45,46,Karamja East
1398,greener_jungle2,2940,2946,0,60,2,10,2,45,46,Karamja East
1243,junglefloor3,2941,2946,0,61,2,22,0,45,46,Karamja East
1398,greener_jungle2,2941,2946,0,61,2,10,0,45,46,Karamja East
1243,junglefloor3,2942,2946,0,62,2,22,3,45,46,Karamja East
11183,moss_covered_rock_2,2942,2946,0,62,2,10,0,45,46,Karamja East
1243,junglefloor3,2943,2946,0,63,2,22,3,45,46,Karamja East
1242,junglefloor2,2816,2947,0,0,3,22,0,44,46,Karamja North
1371,bamboo_tree_2_base,2820,2947,0,4,3,10,2,44,46,Karamja North
1372,bamboo_tree_2_mid,2820,2947,1,4,3,10,2,44,46,Karamja North
1373,bamboo_tree_2_uppermid,2820,2947,2,4,3,10,2,44,46,Karamja North
1329,bamboo_tree_top,2821,2947,3,5,3,10,2,44,46,Karamja North
1304,jungletree2_karamja,2825,2947,0,9,3,10,1,44,46,Karamja North
1329,bamboo_tree_top,2825,2947,2,9,3,10,3,44,46,Karamja North
